player_name,team,conf,GP,Min_per,dunksmade,stops,pts
Pieter Prinsloo,Marist,MAAC,25,17.5,0,34.3466,0.92
Jon Nwannunu,UNC Asheville,BSth,8,7.5,0,18.2087,3
Toles Hartman,UNC Asheville,BSth,23,15.4,6,33.1768,2087
Jermol Paul,Stetson,ASun,22,20.1,0,31.3627,3.3182
Armond Battle,Wright St.,Horz,28,27.7,0,60.1292,3.1429
Rickey Scott,Arkansas,SEC,13,12.8,1,27.9374,3.3077
Tre Johnson,Montana St.,BSky,27,23.7,8,55559,2.7037
Cameron McQueen,Wofford,SC,4,0.6,0,1.55574,0.5
Steve Rennard,Penn,Ivy,12,4.1,0,6.76029,0.3333
Darius Morales,East Carolina,CUSA,22,9.7,1,25.9381,1.5
Jordan Couture,Massachusetts,A10,5,0.6,0,1.48814,0.4
Jesse Morgan,Massachusetts,A10,12,11.1,1,24.2265,4.4167
Trevor Mason,UMKC,Sum,6,2.4,0,3.57497,0.6667
Isaiah Sykes,UCF,CUSA,31,40,9,93.6346,3.8065
Tony Dukes,USC Upstate,ASun,30,50.5,2,80986,5.6667
Danny Rubin,Boston College,ACC,29,35.9,0,68.3502,4.1034
Babatunde Olumuyiwa,USC Upstate,ASun,30,60.4,17,134716,6.5
Josh Walker,Wichita St.,MVC,10,1.7,0,3.18961,0
Djim Bandoumel,Idaho,WAC,7,4.5,0,10.2231,1.5714
Ludovic Ndaye,Cleveland St.,Horz,32,20.2,1,52243,1.0312
Miles Cartwright,Penn,Ivy,28,82.3,2,145792,11.7143
E.J. Farris,Utah St.,WAC,20,11.1,0,20.8364,1.7
Eddie Miller,UC Davis,BW,28,70.6,4,147051,12.7857
Steven McClellan,Louisiana Monroe,SB,26,43.3,0,78717,5.1538
Keith Mackie,Cleveland St.,Horz,6,0.8,0,1.42161,0
Travis McClenny,Hampton,MEAC,4,0.2,0,0.264313,0.25
Brockeith Pane,Utah St.,WAC,33,70.8,0,165032,12.1212
Patrick Davis,Alabama St.,SWAC,15,13.4,4,39.6345,3.7333
Curtis Wilkinson,East Tennessee St.,ASun,20,14.6,6,38538,1.9
Anthony Johnson,East Tennessee St.,ASun,6,0.7,0,1.36556,0.3333
Danny Feldmann,Columbia,Ivy,10,7.2,0,14.0172,0.7
Josh Johnson,East Tennessee St.,ASun,3,0.4,,0.453852,0
Alex Abreu,Akron,MAC,35,48.2,0,126671,6.5714
Dakotah Euton,Akron,MAC,14,4.7,0,10.1394,1.1429
Olek Czyz,Nevada,WAC,23,54.2,14,119385,12.3043
Tony Snell,New Mexico,MWC,33,42,3,83.3956,4.4848
Ryan Pembleton,Cal Poly,BW,16,5.9,0,13696,125
Brandon Wilson,Grambling St.,SWAC,3,5.5,1,13.1468,11.3333
Thomas Armistead,George Mason,CAA,6,0.6,0,0.808956,0
Dwayne Harvey,Alabama St.,SWAC,22,22.5,0,41.7728,2.5
Blake McLimans,Michigan,B10,24,9.1,0,21.9541,1125
Nick Kitcoff,IUPUI,Sum,12,1.4,0,1.62342,0
Diamond Taylor,Southern Illinois,MVC,19,24.6,0,40891,3.2105
Torrey Craig,USC Upstate,ASun,30,75.4,4,170963,14.3667
Anthony Mayo,Stony Brook,AE,30,28.2,3,65.7379,2.9667
Ben Resner,Stony Brook,AE,3,0.2,0,0.319709,0.3333
Dave Coley,Stony Brook,AE,29,41.9,0,106399,6.1379
Al Rapier,Stony Brook,AE,31,42.3,2,106002,4129
Anthony Jackson,Stony Brook,AE,31,31.5,0,62.1509,4.4516
Aaron Asp,Houston Baptist,GWC,16,3.5,0,6.18044,0.5
Fred Brown,Louisiana Monroe,SB,27,76.2,1,130587,13.5185
Byron Fulton,Weber St.,BSky,29,47.2,0,86763,6.8276
Josh Terry,Austin Peay,OVC,30,73.1,9,175992,10.9
Shannon Sharpe,Colorado,B12,37,31.5,6,70.3311,2.1351
Darion Jake Anderson,Iowa St.,B12,32,82.3,0,205399,12.8438
Kayland Partee,Southern Miss,CUSA,6,0.6,0,0.77881,0
Ahyaro Phillips,Southern Miss,CUSA,23,17,6,38.1833,2.2609
Josh Egner,Akron,MAC,18,7.1,0,19.2605,1
Cameron Bairstow,New Mexico,MWC,30,21.1,1,48.6956,2.3667
Kenderek Washington,Alabama St.,SWAC,30,53.7,4,116.22,8.9
Casey Walker,Delaware St.,MEAC,28,82.6,4,120,13.2143
Jamal Webb,North Dakota,GWC,30,76.2,0,186362,9.5333
Lewis Lott,Delaware St.,MEAC,2,0.2,,0.135655,0
Aaron Anderson,North Dakota,GWC,30,53.7,0,107.1,7.3333
Alton Williams,Austin Peay,OVC,6,2.3,0,3.86658,1.3333
Marcelis Hansberry,Louisiana Monroe,SB,25,37.2,0,57.6196,3.68
Kourtney Roberson,Texas A&M,B12,32,31.2,10,83.5754,5625
R.J. McCray,Louisiana Monroe,SB,21,24.9,0,36.9596,3.1429
Sean McGonagill,Brown,Ivy,27,83.5,0,149544,11.7407
JaMichael Goodin,Louisiana Monroe,SB,6,2.8,0,3.72228,0.5
Glenn Andrews,Tulsa,CUSA,2,2.4,0,5.96557,3.5
George Goode,Louisville,BE,27,15.2,6,39.4739,2.8519
Andre Malone,Auburn,SEC,10,21.8,0,43.5727,11.2
Dave Whitmore,Arizona St.,P10,1,0.4,,,
Rahlir Jefferson,Temple,A10,34,65.2,11,172889,5.6176
Jeff Peterson,Arkansas,SEC,29,50.2,0,104404,6.3103
Hayden Humes,Toledo,MAC,31,65.3,0,128.68,5.6774
Roger Franklin,Oklahoma St.,B12,25,24.1,1,60.8057,1.68
Michael Bizoukas,DePaul,BE,28,35.8,0,78.9064,1.3214
DaQuan Joyner,East Carolina,CUSA,8,3.2,0,7.39843,375
Ferrakohn Hall,Seton Hall,BE,10,14.7,5,30676,5.1
Raymond Cowels,Santa Clara,WCC,35,36.3,0,74.7342,5.4
Devoe Joseph,Minnesota,B10,8,16.2,1,28.2724,11.25
Joe Harms,Austin Peay,OVC,1,0.2,,,
Amara Thompson,UCF,CUSA,10,1.4,0,2.85619,0.8
Alex Johnson,Cal St. Bakersfield,ind,28,76.8,0,127554,13.3214
Cart Kincade,Army,Pat,22,13.4,2,33.4156,1.5
Jordan Hicks,Loyola Chicago,Horz,9,21.4,1,44.3898,11.6667
Sam Maniscalco,Bradley,MVC,5,13.7,0,27.3219,11.6
Mike Wilder,UC Irvine,BW,31,72,0,174634,9.5484
Mathis Mรถnninghoff,Gonzaga,WCC,29,27.7,1,51.5632,3.8966
Elgin Bailey,Mississippi St.,SEC,12,18.1,2,41.5367,5.8333
Daron Populist,LSU,SEC,19,7.6,0,12.9011,0.8421
Noel Johnson,Clemson,ACC,7,6.7,0,14.0563,2.8571
Garrett Green,LSU,SEC,32,44.6,13,114307,6.3125
Reggie Smith,Marquette,BE,8,5.3,0,20.2579,1375
Lee Fisher,Northern Illinois,MAC,25,38.5,4,78.2104,3.84
Ramon Galloway,South Carolina,SEC,30,60.2,10,127051,10.7333
Chris Connor,Tennessee St.,OVC,27,27.1,0,46.8948,2.4444
Erik Williams,Marquette,BE,24,11.3,0,28.1585,2.2083
Shawn Jackson,Murray St.,OVC,24,17.9,6,26.1902,3625
Corey Walden,Stetson,ASun,24,63.9,3,150957,12.0417
Orlando Williams,Miami OH,MAC,32,78.2,1,153384,10
Jarred DuBois,Loyola Marymount,WCC,4,10.4,0,23.4006,10.5
Anthony Myers,Robert Morris,NEC,32,58.9,0,136623,4.1875
Charles Carmouche,Memphis,CUSA,32,55.9,0,148195,7.4062
Chris Hines,Utah,MWC,28,42.4,0,63627,4.5357
Garrick Sherman,Michigan St.,B10,33,29.2,0,72.1478,3.1212
Justin Patton,Grambling St.,SWAC,33,69.4,17,203276,13.1515
Marc Trasolini,Santa Clara,WCC,36,66.2,14,172646,12.6944
DeWayne Jackson,Morgan St.,MEAC,31,80.1,22,193395,14.4839
Kelvin McNeil,Delaware,CAA,31,49.1,1,109782,5.0323
Malcolm Hawkins,Delaware,CAA,9,5.4,0,13.6905,0.8889
Jarred Shaw,Oklahoma St.,B12,26,13.8,3,32.2701,1.2308
Desi Washington,Delaware St.,MEAC,28,85.8,0,114703,13.2143
Isaiah Armwood,Villanova,BE,32,41.1,6,97.9231,2.4688
Allen Huddleston,Pacific,BW,29,67.4,0,125.9,10.8621
J'mison Morgan,Baylor,B12,30,31.4,8,82.9032,2.9333
D.J. Newbill,Southern Miss,CUSA,29,77.3,7,146966,9.2414
Chido Onyiuke,Loyola MD,MAAC,11,1,,1.05387,0
Brandon Barnes,Lipscomb,ASun,29,44.4,6,95.9509,6.3103
Rj Slawson,South Carolina,SEC,28,20.7,4,47.8473,2.25
Keala King,Arizona St.,P10,29,29.5,1,65.7604,3.6897
Tim Johnson,George Washington,A10,21,15.7,1,32.2672,3381
Zane Knowles,Grambling St.,SWAC,15,8.7,0,19.5226,1.6667
Rashad Whack,George Mason,CAA,22,8.5,0,22.5798,0.8182
Arsalan Kazemi,Rice,CUSA,30,74.6,29,203762,15.1667
Andre Almeida,Nebraska,B12,30,34.8,6,94.3345,5.2333
DeShawn Dockery,Fairleigh Dickinson,NEC,27,43.3,0,82.1231,2963
Phillip Williams,Jackson St.,SWAC,28,30.1,1,59.3523,2.25
Carlos Lopez,UNLV,MWC,33,29.1,6,91.1895,4.8182
Mike McCall,Saint Louis,A10,30,73.3,0,134656,10.6
Jason Holmes,Mississippi Valley St.,SWAC,26,45.1,6,134393,6.8846
Jamal Cherry,Cornell,Ivy,5,0.4,0,1.48014,0
Jace Tavita,Utah,MWC,4,5.7,0,12.2347,1
Anali Okoloji,Seton Hall,BE,16,4.2,1,11.7484,1875
Earnest Ross,Auburn,SEC,30,79.1,3,188178,13.4
Isaiah Philmore,Towson,CAA,30,88.5,23,171952,15.3333
Ian Clark,Belmont,ASun,35,61.1,0,158805,12.1714
Anthony Thomas,Appalachian St.,SC,7,3.3,0,4.58245,1.2857
Eshaunte Jones,Nebraska,B12,28,27.1,0,55.4037,4.0714
Kody Williams,Southern Miss,CUSA,4,1.4,0,3.44065,1
Trenity Burdine,Siena,MAAC,31,29.2,3,49913,2.6452
Sammy Yeager,TCU,MWC,16,27.8,3,73891,9.3125
Jarvis Davis,UCF,CUSA,15,6,1,12.4184,1.2667
Moses Ayegba,Georgetown,BE,6,2,0,7.16379,1.6667
Kyle Gaillard,William & Mary,CAA,30,57.9,15,107079,5.8
Scootie Randall,Temple,A10,27,59.4,5,137465,10.7037
Dalton Pepper,West Virginia,BE,32,30,1,58.3595,3.9062
Brandon Regis,McNeese St.,Slnd,15,3.2,0,6.62665,1.1333
Kyree Jones,Northern Illinois,MAC,3,4.2,0,7.14487,3.6667
Joel Wright,Duquesne,A10,28,22.9,4,57.7361,3.75
Mustafaa Jones,Hartford,AE,21,10.8,0,21.6228,0.7619
Cully Payne,Iowa,B10,5,8.3,0,13.3864,3.8
Stephen Lumpkins,American,Pat,31,73.9,23,185089,13.4516
Dyami Starks,Columbia,Ivy,19,21.9,0,31.7238,4.6316
